排名,代號,名稱_x,成交_x,漲跌價_x,漲跌幅_x,統計年數_x,股價目前落點,歷年股價平均,歷年股價高點平均,歷年股價低點平均,股價高低價差(倍),平均EPS,平均PER,目前PER,平均最低PER,平均最高PER,PER目前落點,平均BPS,目前PBR,平均PBR,平均最低PBR,平均最高PBR,PBR目前落點,名稱_y,成交_y,漲跌價_y,漲跌幅_y,統計年數_y,平均營收(億),營收成長(%),平均毛利(億),毛利成長(%),平均毛利(%),平均營益(億),營益成長(%),平均營益(%),平均淨利(億),淨利成長(%),平均淨利(%),平均ROA(%),平均ROA增減,平均ROE(%),平均ROE增減,平均EPS(元),平均EPS增減,平均財報評分
1212.0,"=""6739""",竹陞科技,298.0,-26.5,-8.17,1.0,過高,191.1,228.0,132.0,1.73,1.33,144.0,60.6,99.5,172.0,破低,15.07,9.74,12.7,8.76,15.1,近低,,,,,,,,,,,,,,,,,,,,,,,
897.0,"=""6741""",91APP*-KY,101.5,-1.5,-1.46,4.0,近低,124.6,190.0,86.55,2.2,2.74,45.5,26.6,31.6,69.4,破低,21.51,3.89,5.79,4.02,8.83,破低,,,,,,,,,,,,,,,,,,,,,,,
,"=""6742""",,,,,,,,,,,,,,,,,,,,,,,澤米,75.0,-2.2,-2.85,6.0,6.13,-3.84,1.67,-13.7,27.2,0.7,-30.3,11.4,0.81,-19.8,13.2,5.29,-1.52,7.48,-2.16,1.34,-0.37,54.0
614.0,"=""6743""",安普新,44.2,-0.55,-1.23,5.0,近低,64.59,98.32,43.93,2.24,1.06,60.8,19.1,41.4,92.6,破低,19.16,2.21,3.37,2.29,5.13,破低,安普新,44.2,-0.55,-1.23,8.0,44.4,-0.86,7.68,-3.54,17.3,2.02,-17.2,4.55,1.06,-37.2,2.41,2.7,-1.84,5.78,-3.87,1.06,-0.67,35.0
896.0,"=""6747""",亨泰光,146.0,-1.0,-0.68,4.0,破低,199.1,268.5,150.4,1.78,7.92,25.1,26.5,19.0,33.9,高,47.78,2.9,4.17,3.15,5.62,破低,,,,,,,,,,,,,,,,,,,,,,,
1208.0,"=""6751""",智聯服務,56.2,-0.3,-0.53,5.0,近低,68.56,96.14,46.98,2.05,3.16,21.7,59.8,14.9,30.5,過高,34.69,1.45,1.98,1.35,2.77,近低,,,,,,,,,,,,,,,,,,,,,,,
764.0,"=""6752""",叡揚,138.0,-6.0,-4.17,5.0,過高,102.3,136.4,69.47,1.96,5.11,20.0,22.4,13.6,26.7,近高,30.17,4.26,3.39,2.3,4.52,近高,,,,,,,,,,,,,,,,,,,,,,,
388.0,"=""6753""",龍德造船,115.5,0.0,0.0,2.0,低,110.0,165.8,77.0,2.15,3.53,31.2,15.6,21.8,46.9,破低,22.84,3.68,4.82,3.37,7.26,近低,龍德造船,115.5,0.0,0.0,6.0,34.4,39.7,6.09,50.8,17.7,4.95,58.4,14.4,3.37,67.5,9.79,5.53,0.78,17.1,3.2,3.53,1.04,50.0
90.0,"=""6754""",匯僑設計,65.7,0.2,0.31,5.0,近高,53.5,72.41,45.64,1.59,4.09,13.1,10.5,11.2,17.7,破低,31.28,1.89,1.71,1.46,2.31,近高,匯僑設計,65.7,0.2,0.31,8.0,42.9,4.9,9.48,4.72,22.1,3.68,4.35,8.58,2.51,11.0,6.03,6.02,0.06,13.5,-0.16,4.09,0.08,54.0
1225.0,"=""6756""",威鋒電子,130.0,-1.5,-1.14,5.0,破低,247.1,379.5,164.7,2.3,6.43,38.4,63.7,25.6,59.0,過高,41.8,3.23,5.91,3.94,9.08,破低,威鋒電子,130.0,-1.5,-1.14,8.0,22.7,2.45,11.4,0.05,50.5,4.58,-9.66,20.2,4.25,-7.17,18.8,15.0,-2.2,19.4,-3.1,6.43,-0.55,71.0
205.0,"=""6757""",台灣虎航,84.9,-0.3,-0.35,2.0,過高,45.31,73.55,29.27,2.51,-2.06,-22.0,12.9,-14.2,-35.7,,7.76,5.69,5.84,3.77,9.48,低,台灣虎航,84.9,-0.3,-0.35,7.0,56.3,94.9,0.32,102.0,0.57,-5.86,66.1,-10.4,-6.27,59.6,-11.1,-4.81,5.54,-20.0,33.3,-2.06,2.34,39.0
402.0,"=""6761""",穩得,101.0,-3.5,-3.35,4.0,低,99.76,133.1,77.0,1.73,5.77,17.3,15.8,13.4,23.1,近低,38.2,2.28,2.61,2.02,3.49,近低,,,,,,,,,,,,,,,,,,,,,,,
1396.0,"=""6762""",達亞,278.0,-2.0,-0.71,5.0,近高,260.0,301.5,224.0,1.35,5.55,46.8,356.0,40.3,54.3,過高,46.56,6.77,5.58,4.81,6.48,過高,,,,,,,,,,,,,,,,,,,,,,,
1033.0,"=""6763""",綠界科技*,69.5,-1.7,-2.39,3.0,破低,390.4,615.5,202.4,3.04,19.62,19.9,34.4,10.3,31.4,過高,107.6,4.48,3.63,1.88,5.72,高,,,,,,,,,,,,,,,,,,,,,,,
812.0,"=""6768""",志強-KY,157.5,-1.5,-0.94,4.0,過高,80.33,114.2,63.62,1.8,4.81,16.7,23.8,13.2,23.7,過高,67.93,2.16,1.18,0.94,1.68,過高,志強-KY,157.5,-1.5,-0.94,5.0,151,-3.04,30,-9.35,19.9,11.3,-21.2,7.51,9.24,-13.4,6.1,5.06,-0.93,7.26,-1.45,4.81,-0.84,53.0
,"=""6770""",,,,,,,,,,,,,,,,,,,,,,,力積電,18.35,-0.15,-0.81,7.0,530,-4.68,132,-26.3,25.0,52.4,-49.4,9.89,43.3,-47.3,8.06,3.83,-3.31,7.67,-6.71,1.29,-1.16,51.0
249.0,"=""6771""",平和環保-創,57.9,0.9,1.58,1.0,近低,64.07,76.5,54.2,1.41,4.85,13.2,13.5,11.2,15.8,近高,23.57,2.17,2.72,2.3,3.25,破低,平和環保-創,57.9,0.9,1.58,7.0,5.84,3.26,2.89,2.69,49.4,1.78,0.49,30.4,1.37,2.37,23.7,10.8,-0.27,21.2,-1.52,4.85,-0.06,69.0
225.0,"=""6776""",展碁國際,60.1,-0.1,-0.17,4.0,近高,52.15,65.65,43.17,1.52,4.13,12.6,13.1,10.4,15.9,低,24.08,2.32,2.17,1.79,2.73,近高,展碁國際,60.1,-0.1,-0.17,6.0,206,9.15,12.9,17.1,6.25,3.74,27.2,1.81,3.31,21.2,1.65,5.54,0.53,17.0,1.31,4.13,0.67,33.0
1110.0,"=""6781""",AES-KY,945.0,-15.0,-1.56,4.0,高,769.8,1332.0,485.7,2.74,25.6,30.1,42.2,19.0,52.0,近高,137.0,5.84,5.62,3.54,9.72,低,AES-KY,945.0,-15.0,-1.56,6.0,106,6.1,38.2,10.1,36.0,25.3,5.86,23.8,21,9.23,19.8,16.0,-1.73,24.9,-3.44,25.6,1.4,62.0
588.0,"=""6782""",視陽,182.5,-4.0,-2.14,3.0,近低,247.3,341.5,178.8,1.91,6.95,35.6,18.6,25.7,49.2,破低,39.95,3.06,6.19,4.47,8.55,破低,視陽,182.5,-4.0,-2.14,5.0,22.6,8.77,9.09,2.43,40.2,4.27,-3.2,18.9,3.96,-6.45,17.4,11.0,-3.1,24.1,-8.59,6.95,-0.76,64.0
855.0,"=""6785""",昱展新藥,149.0,-1.0,-0.67,1.0,近低,235.2,465.0,135.0,3.44,1.1,214.0,25.0,123.0,423.0,破低,11.93,4.03,19.7,11.3,39.0,破低,,,,,,,,,,,,,,,,,,,,,,,
596.0,"=""6788""",華景電,214.5,1.5,0.7,4.0,近高,164.6,241.1,108.8,2.22,7.16,23.0,18.7,15.2,33.7,低,42.61,3.55,3.86,2.55,5.66,低,,,,,,,,,,,,,,,,,,,,,,,
1174.0,"=""6789""",采鈺,289.5,-5.5,-1.86,3.0,近高,266.8,358.7,214.3,1.67,4.65,57.3,52.7,46.1,77.1,近低,49.74,5.09,5.36,4.31,7.21,近低,采鈺,289.5,-5.5,-1.86,7.0,80.9,14.2,25.7,10.7,31.7,16.5,10.5,20.4,14.1,11.5,17.5,9.13,-0.94,13.7,-1.37,4.65,0.39,68.0
181.0,"=""6790""",永豐實,42.5,0.35,0.83,4.0,近低,44.26,52.3,38.36,1.36,3.38,13.1,12.5,11.4,15.5,近低,20.05,2.05,2.21,1.91,2.61,近低,永豐實,42.5,0.35,0.83,7.0,103,-0.69,25.2,2.96,24.5,10.3,9.9,10.1,8.62,11.2,8.47,10.8,0.84,19.7,0.1,3.38,0.28,54.0
980.0,"=""6791""",虎門科技,136.0,-5.5,-3.89,3.0,近高,86.98,145.0,62.51,2.32,3.68,23.6,30.7,17.0,39.4,高,20.44,6.15,4.26,3.06,7.1,近高,,,,,,,,,,,,,,,,,,,,,,,
1044.0,"=""6792""",詠業,67.9,0.3,0.44,4.0,破低,97.18,133.3,73.51,1.81,4.95,19.6,35.5,14.8,26.9,過高,35.43,2.01,2.74,2.07,3.76,破低,詠業,67.9,0.3,0.44,6.0,14.2,2.97,5.53,0.02,39.0,2.4,-1.69,16.9,2.24,-0.07,15.8,11.7,-1.17,16.0,-1.98,4.95,-0.11,66.0
,"=""6794""",,,,,,,,,,,,,,,,,,,,,,,向榮生技-創,71.8,-0.7,-0.97,8.0,0.2,38.3,0.13,34.1,67.2,-0.96,-4.96,-487.0,-0.88,-5.61,-455.0,-20.4,3.79,-23.5,4.27,-2.14,0.31,48.0
,"=""6796""",,,,,,,,,,,,,,,,,,,,,,,晉弘,83.7,0.1,0.12,5.0,4.93,9.43,2.67,13.1,54.2,0.75,23.6,15.2,0.66,17.2,13.4,8.04,-0.2,11.8,-0.21,2.14,0.16,64.0
1093.0,"=""6799""",來頡,118.5,-2.0,-1.66,3.0,低,140.2,219.2,90.37,2.43,4.81,29.1,40.3,18.8,45.5,近高,31.14,3.24,4.5,2.9,7.04,近低,來頡,118.5,-2.0,-1.66,7.0,9.24,5.05,4.33,5.78,46.9,2.26,-5.35,24.4,1.88,-4.47,20.4,17.7,-2.63,22.8,-3.84,4.81,-0.29,72.0
561.0,"=""6803""",崑鼎,303.5,4.0,1.34,10.0,過高,241.8,262.2,215.3,1.22,14.37,16.8,18.2,15.0,18.2,近高,81.66,3.43,2.96,2.64,3.21,過高,,,,,,,,,,,,,,,,,,,,,,,
1020.0,"=""6804""",明係,29.7,-0.8,-2.62,3.0,破低,50.47,65.0,39.25,1.66,3.2,15.8,33.0,12.3,20.3,過高,34.2,0.78,1.48,1.15,1.9,破低,,,,,,,,,,,,,,,,,,,,,,,
1151.0,"=""6805""",富世達,701.0,-26.0,-3.58,2.0,高,635.8,894.7,347.3,2.58,8.45,75.3,48.5,41.1,106.0,近低,49.73,9.33,12.8,6.98,18.0,低,富世達,701.0,-26.0,-3.58,7.0,44.9,26.5,10.6,25.1,23.6,6.88,30.7,15.3,4.86,30.9,10.8,9.93,-0.24,23.8,-1.77,8.45,1.4,53.0
995.0,"=""6806""",森崴能源,114.0,0.5,0.44,4.0,低,111.2,155.3,84.63,1.83,2.41,46.2,31.6,35.1,64.5,破低,46.54,2.09,2.39,1.82,3.34,近低,森崴能源,114.0,0.5,0.44,7.0,61.7,104.0,7.49,53.9,12.1,4.67,67.2,7.57,4.02,49.4,6.5,2.93,-0.22,7.46,-1.74,2.41,0.18,47.0
128.0,"=""6807""",峰源-KY,84.8,-0.2,-0.24,3.0,過高,44.93,70.59,29.25,2.41,7.01,6.41,11.5,4.17,10.1,過高,37.45,1.88,1.2,0.78,1.89,近高,峰源-KY,84.8,-0.2,-0.24,4.0,39,0.77,7.02,-0.97,18.0,1.8,10.8,4.61,2.07,10.2,5.32,6.95,0.22,11.6,-0.44,7.01,-5.72,52.0
708.0,"=""6811""",宏碁資訊,275.0,-5.5,-1.96,3.0,近高,241.2,334.6,167.3,2.0,8.43,28.6,21.0,19.8,39.7,近低,39.18,5.55,6.16,4.27,8.54,低,,,,,,,,,,,,,,,,,,,,,,,
1154.0,"=""6821""",聯寶,43.95,-0.55,-1.24,2.0,低,43.08,61.53,34.63,1.78,1.61,26.8,49.4,21.6,38.3,過高,19.58,2.18,2.2,1.77,3.14,低,,,,,,,,,,,,,,,,,,,,,,,
990.0,"=""6829""",千附精密,127.0,-4.0,-3.05,3.0,近高,107.1,141.2,76.45,1.85,4.38,24.5,31.3,17.5,32.3,近高,29.98,3.98,3.57,2.55,4.71,近高,,,,,,,,,,,,,,,,,,,,,,,
1202.0,"=""6830""",汎銓,143.0,-1.5,-1.04,3.0,低,141.0,203.0,103.4,1.96,5.63,25.0,58.4,18.4,36.0,過高,51.9,2.37,2.72,1.99,3.91,近低,汎銓,143.0,-1.5,-1.04,5.0,16.1,16.2,6.12,15.4,38.0,3.13,14.7,19.5,2.44,12.5,15.2,7.59,-0.2,11.5,-0.08,5.63,0.36,59.0
1384.0,"=""6834""",天二科技,31.55,-0.4,-1.25,3.0,低,29.43,41.88,23.12,1.81,0.4,73.9,243.0,58.0,105.0,過高,16.9,1.92,1.74,1.37,2.48,低,天二科技,31.55,-0.4,-1.25,5.0,10.1,2.29,1.74,-25.2,17.1,-0.04,-106.0,-0.37,0.3,-62.8,2.98,1.76,-2.41,2.34,-3.41,0.4,-0.58,47.0
230.0,"=""6835""",圓裕,53.6,0.7,1.32,3.0,近高,45.16,53.95,37.68,1.43,3.63,12.5,13.2,10.4,14.9,近高,25.49,1.87,1.77,1.48,2.12,近高,圓裕,53.6,0.7,1.32,6.0,24.8,-0.68,5.87,4.79,23.6,2.44,6.16,9.82,2.29,13.3,9.24,7.99,0.07,16.0,-0.46,3.63,0.27,50.0
,"=""6838""",,,,,,,,,,,,,,,,,,,,,,,台新藥,35.5,-0.1,-0.28,6.0,0.17,113.0,0.15,104.0,89.7,-3.14,1.7,-1836.0,-3.36,-2.09,-1968.0,-42.1,8.06,-78.1,18.6,-3.34,0.38,36.0
754.0,"=""6843""",進典,53.4,-0.1,-0.19,3.0,低,57.52,70.6,44.4,1.59,3.32,17.3,22.2,13.4,21.3,過高,23.44,2.2,2.45,1.89,3.01,近低,,,,,,,,,,,,,,,,,,,,,,,
1106.0,"=""6844""",諾貝兒,137.5,0.0,0.0,1.0,破低,162.2,210.0,139.0,1.51,8.84,18.4,41.8,15.7,23.8,過高,80.84,1.58,2.01,1.72,2.6,破低,,,,,,,,,,,,,,,,,,,,,,,
418.0,"=""6846""",綠茵,79.4,-0.2,-0.25,2.0,近低,78.92,89.13,71.0,1.26,5.43,14.5,16.1,13.1,16.4,近高,26.85,2.67,2.94,2.64,3.32,近低,,,,,,,,,,,,,,,,,,,,,,,
1399.0,"=""6854""",錼創科技-KY創,235.5,-14.5,-5.8,3.0,過高,99.69,169.6,70.85,2.39,-4.28,-23.3,421.0,-16.6,-39.7,,20.05,12.3,4.97,3.53,8.46,過高,錼創科技-KY創,235.5,-14.5,-5.8,5.0,10.2,98.1,2.37,756.0,23.1,-4.89,38.4,-47.8,-4.13,49.2,-40.4,-15.6,16.3,-18.1,18.7,-4.28,7.93,48.0
759.0,"=""6855""",數泓科,165.0,0.0,0.0,3.0,過高,105.5,142.0,79.18,1.79,6.05,17.4,22.2,13.1,23.5,近高,32.48,4.71,3.25,2.44,4.37,過高,,,,,,,,,,,,,,,,,,,,,,,
343.0,"=""6856""",鑫傳,64.0,0.1,0.16,2.0,近低,67.22,75.3,60.97,1.24,4.52,14.9,14.9,13.5,16.7,近低,24.15,2.36,2.78,2.52,3.12,破低,,,,,,,,,,,,,,,,,,,,,,,
1390.0,"=""6859""",伯特光,189.5,-1.5,-0.79,3.0,近高,137.0,196.0,114.1,1.72,4.67,29.4,296.0,24.4,42.0,過高,46.33,4.16,2.96,2.46,4.23,近高,,,,,,,,,,,,,,,,,,,,,,,
756.0,"=""6861""",睿生光電,64.8,0.0,0.0,2.0,破低,82.0,114.2,66.17,1.73,4.79,17.1,22.2,13.8,23.9,近高,26.95,1.95,3.04,2.46,4.24,破低,睿生光電,64.8,0.0,0.0,5.0,18.5,2.15,5.13,4.48,27.7,0.72,-28.7,3.89,1.58,-9.95,8.63,8.43,-1.66,26.0,-11.8,4.79,-1.21,51.0
463.0,"=""6862""",三集瑞-KY,163.0,-4.0,-2.4,1.0,近低,182.4,284.0,142.0,2.0,8.62,21.1,16.7,16.5,32.9,近低,,4.24,,,,,三集瑞-KY,163.0,-4.0,-2.4,3.0,14.9,5.18,6.7,10.1,44.8,4.28,13.1,28.6,3.66,9.47,24.5,18.0,-1.23,33.2,-3.98,8.62,0.45,74.0
869.0,"=""6863""",永道-KY,247.5,-3.0,-1.2,2.0,近高,193.0,296.0,133.3,2.22,5.3,36.4,25.6,25.1,55.8,近低,67.22,3.19,2.87,1.98,4.4,高,永道-KY,247.5,-3.0,-1.2,4.0,22.8,16.6,6.9,13.0,30.3,3.47,7.74,15.2,3.52,20.2,16.0,7.77,0.12,9.02,0.22,5.3,0.45,63.0
1122.0,"=""6865""",偉康科技,58.9,0.4,0.68,2.0,近低,64.08,95.13,49.27,1.93,3.71,17.3,43.6,13.3,25.6,過高,23.59,2.33,2.72,2.09,4.03,近低,,,,,,,,,,,,,,,,,,,,,,,
1268.0,"=""6869""",雲豹能源,170.5,-4.0,-2.29,2.0,低,147.4,260.5,89.67,2.91,5.09,29.0,78.9,17.6,51.2,過高,28.04,4.14,5.26,3.2,9.29,低,雲豹能源,170.5,-4.0,-2.29,5.0,47.6,59.3,9.52,47.2,20.0,6.03,55.7,12.7,5.66,107.0,12.0,8.75,1.99,20.5,5.56,5.09,2.38,57.0
1197.0,"=""6870""",騰雲,208.0,-2.5,-1.19,2.0,近高,172.6,248.5,127.3,1.95,3.52,49.1,57.8,36.2,70.6,近高,36.15,5.08,4.78,3.52,6.87,低,,,,,,,,,,,,,,,,,,,,,,,
724.0,"=""6873""",泓德能源,225.0,-3.0,-1.32,2.0,近高,173.8,260.3,118.0,2.21,6.87,25.3,21.4,17.2,37.9,低,46.18,3.21,3.76,2.55,5.64,低,泓德能源,225.0,-3.0,-1.32,5.0,46.5,34.2,10.5,53.1,22.6,7.31,49.9,15.7,5.84,55.9,12.6,10.2,-1.32,20.4,-2.2,6.87,1.44,57.0
748.0,"=""6874""",倍力,94.2,-0.5,-0.53,3.0,低,102.5,148.0,67.06,2.21,4.55,22.5,22.1,14.7,32.5,低,21.62,4.35,4.74,3.1,6.84,低,,,,,,,,,,,,,,,,,,,,,,,
1233.0,"=""6877""",鏵友益,84.9,-2.6,-2.97,2.0,近高,51.63,90.05,32.98,2.73,1.07,48.5,67.9,31.0,84.5,近高,18.44,4.11,2.8,1.79,4.88,近高,,,,,,,,,,,,,,,,,,,,,,,
460.0,"=""6881""",潤德,232.0,0.0,0.0,1.0,近高,227.6,249.5,203.0,1.23,8.77,26.0,16.7,23.2,28.5,破低,34.76,4.17,6.55,5.84,7.18,破低,,,,,,,,,,,,,,,,,,,,,,,
,"=""6885""",,,,,,,,,,,,,,,,,,,,,,,全福生技,30.55,0.05,0.16,5.0,0.08,-42.9,0.08,-42.9,100.0,-3.95,-145.0,-4796.0,-4.04,-127.0,-4922.0,-40.3,-8.54,-41.8,-8.34,-4.53,-1.87,49.0
1000.0,"=""6890""",來億-KY,440.0,7.5,1.73,1.0,過高,349.8,435.5,142.0,3.07,7.09,49.3,31.8,20.0,61.4,低,80.66,4.75,4.34,1.76,5.4,近高,來億-KY,440.0,7.5,1.73,3.0,278,8.31,42.1,1.8,15.2,19.8,-1.64,7.12,15.6,14.5,5.76,6.68,0.34,9.73,0.44,7.09,0.9,55.0
746.0,"=""6894""",衛司特,188.0,0.0,0.0,2.0,近低,190.2,243.3,158.3,1.54,8.31,22.9,22.0,19.1,29.3,近低,55.73,3.13,3.41,2.84,4.37,近低,,,,,,,,,,,,,,,,,,,,,,,
1254.0,"=""6895""",宏碩系統,164.0,-1.5,-0.91,2.0,低,145.4,240.7,95.67,2.52,3.05,47.7,75.9,31.4,79.0,近高,25.01,5.72,5.81,3.83,9.62,低,,,,,,,,,,,,,,,,,,,,,,,
476.0,"=""6899""",創為精密,53.3,-0.4,-0.74,1.0,近低,58.64,72.2,50.0,1.44,5.2,11.3,16.9,9.61,13.9,過高,40.87,1.24,1.43,1.22,1.77,近低,,,,,,,,,,,,,,,,,,,,,,,
,"=""6901""",,,,,,,,,,,,,,,,,,,,,,,鑽石投資,31.6,-0.3,-0.94,5.0,-8.94,-218.0,-8.94,-218.0,,-10.6,-282.0,,-11.3,-307.0,,-8.24,-15.9,-8.37,-16.2,-1.16,-2.27,64.0
,"=""6902""",,,,,,,,,,,,,,,,,,,,,,,GOGOLOOK-創,137.5,1.5,1.1,2.0,6.56,56.3,5.92,64.8,90.1,-0.11,85.1,-1.72,-0.15,73.4,-2.33,-3.99,10.2,-6.94,17.4,-0.51,1.39,49.0
137.0,"=""6903""",巨漢,126.0,-2.0,-1.56,1.0,近低,151.4,196.5,114.0,1.72,20.72,7.3,11.6,5.5,9.48,過高,41.41,2.71,3.66,2.75,4.75,破低,,,,,,,,,,,,,,,,,,,,,,,
433.0,"=""6904""",伯鑫,154.0,-3.0,-1.91,2.0,近低,163.8,221.3,138.7,1.6,9.3,17.6,16.2,14.9,23.8,近低,45.45,2.76,3.6,3.05,4.87,破低,,,,,,,,,,,,,,,,,,,,,,,
1142.0,"=""6906""",現觀科,155.5,-6.5,-4.01,1.0,低,161.1,230.5,110.0,2.1,3.06,52.6,47.0,35.9,75.3,低,16.98,5.86,9.49,6.48,13.6,破低,現觀科,155.5,-6.5,-4.01,4.0,3.25,14.1,2.65,15.2,81.6,0.99,24.0,30.4,0.92,31.9,28.2,13.8,2.89,19.0,3.53,3.06,0.64,77.0
1166.0,"=""6913""",鴻呈,158.0,6.5,4.29,1.0,近高,125.2,161.0,103.5,1.56,5.52,22.7,51.0,18.7,29.2,過高,27.45,4.66,4.56,3.77,5.87,低,,,,,,,,,,,,,,,,,,,,,,,
647.0,"=""6914""",阜爾運通,145.5,-1.5,-1.02,1.0,低,144.7,249.0,111.0,2.24,6.56,22.1,19.6,16.9,38.0,近低,35.7,2.89,4.05,3.11,6.97,破低,阜爾運通,145.5,-1.5,-1.02,4.0,36.1,21.8,7.75,45.4,21.4,5.29,70.6,14.6,3.81,77.7,10.5,6.15,2.23,19.7,7.03,6.56,2.4,51.0
1359.0,"=""6916""",華凌,26.2,2.35,9.85,2.0,近低,27.3,30.28,23.72,1.28,2.5,10.9,164.0,9.49,12.1,過高,17.49,1.57,1.56,1.36,1.73,近高,華凌,26.2,2.35,9.85,4.0,24.2,-3.36,6.11,-0.55,25.3,1.77,-13.4,7.31,1.3,-16.6,5.38,5.8,-1.25,15.7,-4.8,2.5,-0.67,50.0
,"=""6919""",,,,,,,,,,,,,,,,,,,,,,,康霈*,938.0,-34.0,-3.5,5.0,0.32,43.6,0.23,41.5,70.3,-5.14,-47.2,-1584.0,-4.49,-37.2,-1385.0,-20.9,9.98,-28.3,29.9,-4.07,-0.25,52.0
1078.0,"=""6922""",宸曜,239.0,4.5,1.92,2.0,過高,135.6,204.3,101.7,2.01,5.84,23.2,38.7,17.4,35.0,過高,31.77,6.66,4.27,3.2,6.43,過高,,,,,,,,,,,,,,,,,,,,,,,
426.0,"=""6923""",中台,77.6,-1.2,-1.52,1.0,破低,86.92,97.5,79.8,1.22,2.54,34.3,16.1,31.5,38.4,破低,21.02,2.68,4.14,3.8,4.64,破低,中台,77.6,-1.2,-1.52,3.0,10,47.6,3.39,34.0,33.8,2.76,42.2,27.5,2.08,38.5,20.6,5.76,1.4,12.7,3.0,2.54,0.67,59.0
,"=""6924""",,,,,,,,,,,,,,,,,,,,,,,榮惠-KY創,91.2,-3.5,-3.7,3.0,14.3,-0.4,2.83,15.9,19.8,1.05,31.9,7.36,0.87,45.1,6.1,13.3,2.87,32.9,5.57,4.98,1.55,48.0
,"=""6928""",,,,,,,,,,,,,,,,,,,,,,,攸泰科技,67.6,-1.7,-2.45,5.0,32.4,17.3,6.03,35.4,18.6,1.9,119.0,5.86,1.77,76.7,5.48,8.31,3.67,17.0,6.56,2.63,0.94,42.0
,"=""6931""",,,,,,,,,,,,,,,,,,,,,,,青松健康,73.4,1.2,1.66,5.0,6.2,49.7,0.77,56.0,12.4,0.29,133.0,4.61,0.32,149.0,4.98,2.02,1.1,5.2,2.82,0.62,0.3,47.0
1182.0,"=""6933""",AMAX-KY,208.0,-5.0,-2.35,2.0,近低,276.2,380.8,193.7,1.97,5.54,49.8,53.7,34.9,68.7,高,47.76,4.25,5.78,4.05,7.97,近低,AMAX-KY,208.0,-5.0,-2.35,4.0,57.3,11.0,7.95,28.4,13.9,2.36,62.0,4.11,2.02,57.3,3.53,8.3,2.33,17.6,4.07,5.54,1.99,34.0
1161.0,"=""6937""",天虹,300.0,-4.0,-1.32,2.0,近高,248.6,359.8,191.2,1.88,5.4,46.0,49.8,35.4,66.6,低,46.08,5.93,5.4,4.15,7.81,低,天虹,300.0,-4.0,-1.32,5.0,21.2,22.0,9.32,23.0,44.0,3.26,34.1,15.4,3.25,33.6,15.6,10.1,0.32,16.5,-2.66,5.4,0.75,61.0
,"=""6949""",,,,,,,,,,,,,,,,,,,,,,,沛爾生醫-創,157.5,3.0,1.94,3.0,0.17,9.46,-0.19,-128.0,-110.0,-3.31,-51.3,-1916.0,-3.21,-51.3,-1870.0,-34.3,4.7,-46.7,14.8,-7.42,-1.63,40.0
431.0,"=""6951""",青新-創,70.2,-0.3,-0.43,1.0,近高,62.22,79.5,47.3,1.68,3.69,16.9,16.2,12.8,21.6,低,19.79,3.2,3.14,2.39,4.02,低,青新-創,70.2,-0.3,-0.43,4.0,5.56,34.8,3.02,48.8,54.3,1.75,67.0,31.5,1.43,77.3,25.7,12.2,3.43,19.8,4.4,3.69,0.83,72.0
1024.0,"=""6952""",大武山,49.15,0.05,0.1,1.0,近低,49.42,56.6,42.5,1.33,1.6,30.8,33.7,26.5,35.3,近高,23.1,1.95,2.14,1.84,2.45,近低,大武山,49.15,0.05,0.1,4.0,11.6,9.24,3.15,13.4,27.1,1.4,5.34,12.0,0.96,6.58,8.25,4.64,-0.13,7.67,-0.79,1.6,0.0,50.0
1022.0,"=""6953""",家碩,216.0,-1.5,-0.69,1.0,近低,259.2,338.0,209.0,1.62,9.22,28.1,33.3,22.7,36.6,近高,26.14,4.31,9.91,8.0,12.9,破低,,,,,,,,,,,,,,,,,,,,,,,
1170.0,"=""6955""",邦睿生技-創,146.5,-0.5,-0.34,1.0,近高,141.7,152.0,132.0,1.15,2.17,65.3,52.0,60.9,70.1,破低,21.76,8.99,6.51,6.06,6.98,過高,邦睿生技-創,146.5,-0.5,-0.34,4.0,1.8,46.6,1.39,51.5,77.3,0.35,4487.0,19.5,0.42,513.0,23.2,9.83,7.83,10.9,8.64,2.17,1.92,76.0
879.0,"=""6957""",裕慶-KY,220.0,-5.0,-2.22,1.0,近低,236.0,306.0,196.5,1.56,14.38,16.4,26.1,13.7,21.3,過高,34.59,4.78,6.82,5.68,8.85,破低,裕慶-KY,220.0,-5.0,-2.22,3.0,39.6,0.14,15.4,35.3,39.0,8.18,86.6,20.6,6.64,80.1,16.8,23.8,8.26,55.1,10.8,14.38,5.43,68.0
625.0,"=""6958""",日盛台駿,24.3,-0.25,-1.02,1.0,近低,29.13,33.8,24.1,1.4,2.13,13.7,19.3,11.3,15.9,過高,26.68,0.88,1.09,0.9,1.27,破低,日盛台駿,24.3,-0.25,-1.02,3.0,94.9,19.4,30.1,38.3,31.7,6.55,-14.4,6.9,5.52,-4.51,5.82,0.82,-0.27,8.2,-5.12,2.13,-0.75,30.0
,"=""6962""",,,,,,,,,,,,,,,,,,,,,,,ITH-KY,60.1,-0.7,-1.15,3.0,235,-9.87,67.8,-38.2,28.8,30.9,-53.4,13.1,26.4,-46.8,11.2,9.55,-8.4,24.1,-25.4,15.89,-23.7,53.0
